,distance,number_of_the_match,official_code,official_job_name,matched_Unnamed: 0,matched_organization,matched_position,matched_link,matched_location,matched_date_added
137,101.96983,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",137,Honeywell,Quantinuum - Workplace Support Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jqctiI7V69aGzNu3Lch-u3PuHOaT_f7GsyiYdklbN78-nvIh_qJ6bbGmGm7hRMKuGVN2Ak2C1HuAai4WaQv9OrD3duVQrfp-RurpqnpldhQ8Ro3IDrDrIbYpYwPYD0vJl7gGeLgIWgXn1q05Y0nvYg9w==,"USA; Colorado; Broomfield
USA; Minnesota",2022-08-27
138,144.9101,1,15-1299.08,Computer Systems Engineers/Architects,138,IBM,IBM Quantum Industry Consultant Communications (f/m/x),https://jobs.quantumapalooza.com/u/BgAAAAABjS-jyeKSgQAnQuY-tj4lMiWugPF-D96GVG4UuyfopPWq1GO1e8rZxp4vq-5PGMx67w7jOK9PGXjiwjbZ488X8BcdX2h2K4Wn9kePWzzXZbWhDCviOff-k5ZpRF1v_yKw4iA1oXH4x9t2DvoKtPRGAgjD1Lw==,Germany; Berlin,2022-08-27
139,134.45187,1,15-1221.00,Computer and Information Research Scientists,139,QuEra Computing,Senior Software Engineer - Quantum Computing Service,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nUdY-ieUoIPl7AUMdjmePsBvjlQYDOXAmp3VwBew-ywOmlXpJOesrL-wZ2L8oCPK4fsKdM39V0WuXRVyfVL63QFgOXKOjlJpO-N9zt06C8tkN83VV_ry3OFcVrq1k_e6uABFw4qYYY4s4D6A3DenKqKA==,USA; Massachusetts; Boston,2022-08-27
140,81.46715,1,17-2199.07,Photonics Engineers,140,ATOM Computing,Quantum Applications Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h1qULx89tlkVLmMBhf-6srxZlz6h3VOPtNFdbyJkfAt4A5O7pVzRMdI8yKdsQrL8R9EWOVpNIY3gTRhpfHFSmfgO9mxik9m7tLAkaWw5WexFFhJJUnU-4kRgqMYDVWandVP834vPvLNrGYTIgW-05w8A==,USA; Colorado; Boulder,2022-08-26
141,118.73695,1,17-2061.00,Computer Hardware Engineers,141,ColdQuanta,Quantum Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iTiGh4PqHGEaa7s-U0Xw26OcHMtt8ZvXr1cEBqQdVxTicHJSQiwCOhlzLHxZpHjuBwZ8IbXbzCl4dGG9pyQIwGXcGLkqBPMbygZjESuON9gwjy2h5GcT-llovl52U42HIBYV0CK50Uou2KXscWeQRk4w==,USA; Illinois; Chicago,2022-08-26
142,135.28043,1,13-1199.04,Business Continuity Planners,142,Deloitte Consulting,Cyber SGO Investment Senior Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ihmcrBaOFqgrlZdlz-4fsdRE6hagbXSjFPXHy1_RNNl1UigLgnngRCJsA6-x6DJeut9H3U-_Fkiv4jeLyNODIjX-1yD_nxj1F8ZWWvehSNbX0dfMPNT9w8sXGQGQIrjIV9xd9lV0v8H4e_l59xdHEgig==,USA; Washington; Seattle,2022-08-26
143,167.37894,1,15-1252.00,Software Developers,143,evolutionQ,Intermediate/Senior Java Software Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ilA9NVTqMCs8JBmsRU7MOTiZjHVkNWWew6tIFW_hoOg2X4KtDnqH7NV-0dLOf6B22dbwB8p5WkiYZqYnSgLHKe_4oyXcrD6IKV30nfnZfb5THrihHtgzcGC7Dwl-112URs_9k1iopZI1-cnmidl0xAdQ==,Canada; Ontario; Kitchener,2022-08-26
144,66.94568,1,15-1253.00,Software Quality Assurance Analysts and Testers,144,evolutionQ,Quality Assurance Test Automation Specialist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ilDnn6ZvcpWS_dYxqsEG188b1z2JIfGW7Iy8uyHVhEalyGO_nCfDniKwEZ0oDJ7STaTy2WQU1EFMoehisn9Jz9snARFR33QLKZ2rKyu4DEiZfegxIS7LAqwy5ZoU_Ce7FLy_oqmay9Y8GFZzPQGNuDKw==,Canada; Ontario; Kitchener,2022-08-26
145,26.781809,1,15-1252.00,Software Developers,145,evolutionQ,Software Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-imonf_Hp9Zp5aG9S-MJgn72H6oySfIRBM0IiuBZj7bF5bapcI2Kzz5hmGbUS32AHR_d1NqmShnhrJIXSQfDyQY_vyVVDZni6zHDiWkgYAAWJi-Vi1s3xla0K1AJnJFYOh8PsyIpX5pc_p4q46JFFrkWg==,Canada; Ontario; Kitchener,2022-08-26
146,84.88855,1,17-2199.07,Photonics Engineers,146,ATOM Computing,Quantum Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h2S6lMOgQYtVHMlWn3sbhvu83sBYCXf9E99Bgn-hqfXxbia6T5I9q2txEOxoqfV4GRqJY3CmJRSP36xfZgAm4A6Vi3Ydp0ns6hbiBC6DUPKQLS-UMWuhSRR9iMep5piu0KkwWl9V9byEjszzNnsfGlrg==,USA; Colorado; Boulder,2022-08-25
147,179.61726,1,15-1299.06,Digital Forensics Analysts,147,Amazon Web Services (AWS),"Software Development Engineer, Quantum Computing at Amazon Web Services (AWS), Amazon Braket",https://jobs.quantumapalooza.com/u/BgAAAAABjS-htGg_7FU3N8WHk5PnCy9xLG0Xyf0bOinLBGw-ku_zEAiXlL8RQQ_bRDVcMIxR5ROCS9O9Pxo1xYX1ffrm7l2jFx7Q-XyTsEUT3mS__n6REJUYvVTDJlcgaa3EmuZrOAy-jfT_nSnNaDugMGaVQ3q4ugw==,USA; Washington; Seattle,2022-08-24
148,91.58313,1,43-3051.00,Payroll and Timekeeping Clerks,148,ColdQuanta,Payroll Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iR0l5jUZbl4VYQTs20PZwy8SsPxyI4PtlSj4LyweNY6LdbRE2yn1Z2iOHupWAeyocx6jC7otA5zE_Mqx9ITi4uKJXiWhJ3W1HjiYANYBMh82hOBVSZJ4drC8LvzhdFjRKHCEtgPQqHMUqldVTZuW8uWw==,USA; Colorado; Boulder,2022-08-24
149,97.6219,1,17-2199.07,Photonics Engineers,149,IBM,Quantum Advisory Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j4cg7946w6ucF0RG5czTRlBPqOamjTP1OFBBsIOaEBqmsiok_xML0WNqUTUVKjKtQ2JFQKf7AGfk4J8_mpk4j7mWZ8DPojAAfG0Jqk8s82s23V9I0mPr0LDg37_v8E-a5emVNbfo3pYeorrhvCZfiWiA==,USA; New York; Yorktown Heights,2022-08-24
150,188.1997,1,17-2199.07,Photonics Engineers,150,IBM,"Quantum Research Scientist (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j6VAavH9-U1xGCdSDuavJnKQqPsR8Gb8KyQt0_t6fSQZyO1bG52pEJzi_9B6KHjhvShScDEzxerKKw9V8l6AQWiH06tuaatT7qz5YIvJLUPPBbhR-vJyc-sFsorTcGojkMVYMysqaOlLU5MOkGzstp0g==,USA; New York; New York,2022-08-24
151,124.807755,1,15-1299.08,Computer Systems Engineers/Architects,151,ColdQuanta,Senior Embedded Systems Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iVJGGN6dQIujA8r3YM_Jso2jqtNnylKPLSBNULpzeCZqtD9cyq9Kausgb6eiXgl0fQG1jnOwGjk81b8jxXXK852mDzfxZDoZrnHbtX-WAWljzackgIdWrqDPLKuqiX0uLJqKlRwIlKoOQhLgM83qkJHw==,United Kingdom; Oxford,2022-08-23
152,92.20363,1,11-3013.00,Facilities Managers,152,IonQ,System Operator,https://jobs.quantumapalooza.com/u/BgAAAAABjS-krcvTa15oIKgu5Sr_OtKFMjVIWncuZ2x3RNO-fw8HJLaeLraS_XV7WL7IWUzbpMkwNOdU5wv7vd1F8toT1pfOufsjTpdIO40OjseGKIVg1MbQYlicBR8XXzIs5TZehLRqAvJmxmPo3AenJASfhXtZxvg==,USA; Maryland; College Park,2022-08-23
153,113.94413,1,15-1299.08,Computer Systems Engineers/Architects,153,Riverlane,Senior FPGA and Hardware Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nlS7Wz0bMHNLbL9TtfSJCr3CBktZW7d6X3geCldqrQcWzHHyPUrvDpSsJRtz3yRv7bi9igxTlfG7YmN_3JDxMXxNDFZ7-eB3b3DItge5_sMZSIrEo4iUPzh26fhVB_BH9KBJJ2gKpRlKsMvw95BuDn7Q==,United Kingdom; Cambridge,2022-08-21
154,142.40176,1,11-1011.00,Chief Executives,154,Riverlane,Senior System Tester,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nmfQl64P7lTSVWovHPHcR2DA30MggaX7lUxdt0PXj3-3KaPhDZ27jHyyk_A1CiW6xvCDsNAPe4mXg2nQaDSZ93ZwbocwkxEUnLhLT_RNJxcEXqLMZ9TiHykKIWyWwyVGcqak5kWOdInqXvIOKOo1zCTw==,United Kingdom; Cambridge,2022-08-21
155,188.1323,1,11-9141.00,"Property, Real Estate, and Community Association Managers",155,SandboxAQ,"Program Manager, Residency Operations (Fixed-Term Contract)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nsrZKq_-4nU2yGrgEZBfMGqZqwBVMdPLZiqPkFCZ_xibgBLPJw6EhWZYNr58EDoO7P184KrPCbDv-N-3Hv3GLKwDcIsIcE1do5JX3otbe6KexOn7hFVqIpG5aDQUF3rceiTids1ZtwFoVxElNXreHcGw==,USA; California; San Francisco,2022-08-21
156,223.30173,1,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",156,Booz Allen Hamilton,Post Quantum Cryptography SME,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h9uSMYGeKTFhq1enKQShky4vEX_k2OIcwAcFtaxrsVr5-fpkiwqfrkATxq4FlQhqqL9oR_q3kyZx3xikUk_wuQ_ipePb-tpCqe8gdWuwnaG37PHi6vi4_Kd8AwHw2LZ_Nq1RjJKMN3qCDoGy9IVXazpg==,USA; Maryland; Annapolis Junction,2022-08-20
157,136.69821,1,17-2199.09,Nanosystems Engineers,157,IonQ,Staff Quantum Applications and Solutions Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-km4NsAEE_s0uEW4ttMol4acAK29hXvQPndn5XLQ9I2q2p6YjBE2mgGRsfdbDcDgofYqRzsYzp7tfVqKYE9g1l2iErTff71BW1rzmGvYPo0slJWnbAEIfDQb2sltDJY7TyDK9eerXkVC6Q03xyblLr7cw==,USA; Remote,2022-08-20
158,18.068886,1,11-2022.00,Sales Managers,158,Microsoft,Sales Operations Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lJPdk30KseyCXyRa-j7hdC-QEZcB3gYKlZWFDP8romTJ-mY0un4BeAJnSyRA0XbPVFvvTXt7I1NWSougOlo2OLlEY2L9_5a9gqjeTe2YIvm2imUYjPWHR4myMBcgPHpw4PHJa2JmKQ0qtBQivNf5I4bQ==,USA; Washington; Redmond,2022-08-20
159,54.55946,1,15-1299.09,Information Technology Project Managers,159,Rigetti Computing,"Director, Information Technology",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nYDhJ4d0yEotvbPR5xBWYjCmj3-IvnNV6LnEAiPCw6N0QjzjGgLriC7d8M35ggSxyqZNVuQEN34mckAO01MtZnTs2wspMKxccVurt9_p0JMAMPEp9MiGYXX3Usb-eQgeS-n9VxVVxpV_IwMWNWbXX3MQ==,USA; California; Berkeley,2022-08-20
160,103.00809,1,17-2112.02,Validation Engineers,160,Riverlane,FPGA Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nilCXIxOejkZlLbMdyCezOn6a-CJZgRYyeFmBXa3OtMAzfRMQ4YIcfZCqc85gvER8sFhjRGIJjUVG4hoIji4kw2FEwYyFuRb0ENC0jzJ7DMK_yWab4YLjui4WznOBjvgVY_c8ka9ZSUXAooZv4QFq_aQ==,United Kingdom; Cambridge,2022-08-20
161,86.04191,1,17-2112.02,Validation Engineers,161,Riverlane,Lead Verification Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-niT3LyKBfD51eWlJaufwDq-eS1HrEy8XKHbPbGpFIsTiWQulYgW78EqS17D_DFc-41_pRrme7Rq8Or2WedZ_6Pi9wpfowJ7sDwjLylKBmOfitpR8B5_d--AfAnOjXIeZif3bfqHkhLjwIYpjjrRuwWQw==,United Kingdom; Cambridge,2022-08-20
162,88.595726,1,19-2012.00,Physicists,162,ColdQuanta,Quantum Mechanic,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iS9AdyUK__I3pzFNzO1XaCHW3YV7nZFnYnKI4fQdgj6Ydd5JQGiIDstOGvnmQmBV9V1kKiarlof2XmJvxmO6wWR9EXR4iS-MEIRGcJzUZlJU8y3WkWQa5fkkVikAr7C_nhQyKJyoAXsWye5dBNfW6NNg==,United Kingdom; Oxford,2022-08-19
163,142.92358,1,17-2199.05,Mechatronics Engineers,163,Honeywell,Quantinuum - Lead Optics Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-je-9xw7XRMDKV6h4do0lDwab2V62qj7_NkXhD0bM-dfUQ1gKhZ8wCpQSvphwykY6A6eykmKEzwqRe8lh5owV8tjGbR2bXo3n-Z5sqQ3WTpZt22Wq9MRRlWsvwI-4P69l0vXBnGx24WHW7_xfG6416Yqw==,USA; Colorado; Broomfield,2022-08-19
164,84.645966,1,19-2012.00,Physicists,164,Honeywell,Quantinuum - Lead Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jf5cbSc2QQU9-mGUPylQbsDP8HqPS_2gpajtianoWQ2bhmYn0n6GRjV1yu1fRNnX-E-W4AN87csbevvFIdDWjoUr2J1J-RdrQUyzItSCZ89iEKg1npTdWYOczqlffZY9-QLpgAN_8EBAuNf6o0A4Ofzg==,USA; Colorado; Broomfield,2022-08-19
165,221.48515,1,25-1022.00,"Mathematical Science Teachers, Postsecondary",165,IBM,IBM Quantum Entry Level Software Developer 2023,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jxFs3aHV1YDUU4ZXnC0zZMM5bvDFtjj1e0RqU2wwTeY4TmvlRiCB2aTSNYb4AuxiFxdm71tglpCyOfkVPcHJfYHXgWndozgLM1uC-mkop8wnCdnXVd7A0ajEtZNke_o9rbctIM9YXHwSuESQiKfaiTtw==,USA; New York; Yorktown Heights,2022-08-19
166,145.59271,1,19-4099.03,Remote Sensing Technicians,166,IBM,Research Optical Proximity Correction Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j-35vyhmbJg9Ic_mU6gdiwz5oZbSsFJ5Akrc11wbllw_FRUOjzsgtCZJ_VmwZZRCQ6sMT9nLQJwjcOJHmV_ILqJ7mDkHuvIfjkl6aeSLSsF-CV7Unuqh0Caylu5qOPadGsqDVNRr8WVTCpP8Uylfo5sA==,USA; New York; Albany,2022-08-19
167,188.68774,1,19-2032.00,Materials Scientists,167,Microsoft,Senior Packaging Engineer - Quantum,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lK8947mb15Vow0i94lyHWXz6WJ9gtvbqR0WSVjHoIDJNHKm5bLs5ahCCMPzhj9fMpOt0PI3WmQvExKR12XLFfOC-nyjoxVtC94UUj7RQvvyUti6fISyK8xJLqnPL7Y1kF3HZvxOXmtScL-pNCg88q_Lg==,USA; Washington; Redmond,2022-08-19
168,84.35653,1,19-2012.00,Physicists,168,Northrop Grumman,Associate Superconducting Physicist/Superconducting Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lhw7WuZjahik4eNzydiTVvpanz4njkZqf90NCQV3WP6a3lfOtQaHh6N6jg5vN3qw4a0hb2k0fCOitee32zam4Evhp70cYLl5XesnZq05sgjmySXDNdWslWt8ZuRkeZNtH28ditL-y2fbjFuQMnsm77EA==,USA; Maryland; Linthicum,2022-08-19
169,137.71355,1,17-2199.05,Mechatronics Engineers,169,Northrop Grumman,Principal Engineer Test Quantum,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ljAsN-IqmO_WkshC5kNS5JVnyZ7HezIDtLDL81mk9SXdvrSC_CGWhi8Umh_SXVNzSJNYwrLXkbmOQ_txdgg0bDFt6DtlO42v2vNnWc6tdwK4Jos8it8CqYBxeXLd5emADvr51NwGIJHO2uVav5b1gzog==,USA; Maryland; Linthicum,2022-08-19
170,119.97943,1,11-2021.00,Marketing Managers,170,Qrypt,Senior Marketing Specialist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-muk6F0lsxn3LFX1ThYb8EHFjb_jym9bdsHGsE7aUxyEeuErLIPkG6QNB63THcleyDzZu3j5NpbuabexDkpFY5OCS5co_Lav7k5szwcXZ_NHP2dUzKW2ClVG1nzxKZ5eogQ6kCCQsYlT-i-odrM2XRI2A==,USA; New York; New York,2022-08-19
171,111.66942,1,17-2199.09,Nanosystems Engineers,171,Quantinuum,Scientific Software Engineer (Quantum Software),https://jobs.quantumapalooza.com/u/BgAAAAABjS-mzYGaCiPu-vO6x2zEB3yLUv9JV9nx1WzdRpo2MECOMkPN4ZDjmYheeJ9TrRYVNNAtipw592e1qJSSNkj5pPp4tGdzl497qOyn22YtbStbyATq28xfK5Qppg-R3FqLGo1DzJ3YLDeLbAx-_AvjFUCNurQ==,United Kingdom; Cambridge,2022-08-19
172,102.51166,1,15-1299.09,Information Technology Project Managers,172,Zapata Computing,Visual Analytics Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o7fhSYfQvPfiW85JJdpFDtoDdm9SH-HSqeKto0zXM3i4kbbfV_pbrqQz1sBd-sWiNXADwNzorDV6Sdy8dNOvm6fcTpW8EuEL2MstT-JLB93GtXHYw1BnEKwxi1_U-uqMKfZTxhq0tUbPqJumbsVyD5gw==,"USA; Indiana; Indianapolis
USA; Remote",2022-08-19
173,149.5279,1,13-2099.01,Financial Quantitative Analysts,173,IBM,IBM Quantum Industry Consultant Financial Services (f/m/x),https://jobs.quantumapalooza.com/u/BgAAAAABjS-jy42sXVIClHr9f0qqxur2Mp0S0YebWBBmvHkagLUW8ABGdFgCFSO4td9me3X-GYcik3kX3iH_uLwrDzYbj9U62qONheZdiUj34eri74Xpo_PR5iQvSTbfkHoItmM5VQWxefLlVH7eBleR9FKdCtDTanQ==,Germany; Berlin,2022-08-18
174,89.31847,1,19-2012.00,Physicists,174,Northrop Grumman,Associate Physicist/ Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lg2Qs7eQeT_cG8IApMs_aHzTc5dGuVzPBjJuCtYp-02EYn2SzCGE7_sU462K8GHm_qi9PkGrVL4X4OGu7K1DnjysgcUTosmsg9guybo68HNbhAHcYzRNggOytH5OW38tmlWPzAkG0Ti_eK1JrvCoE8ug==,USA; Maryland; Linthicum,2022-08-18
175,152.65778,1,19-2012.00,Physicists,175,Northrop Grumman,Sr Principal Engineer Test Quantum,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lmdnLafahiADcc0gv8Ff7pDN9QG-UGQ_Q3PrpIlSWrsgXFlLtIOuWSjQ9hw00YcJkhOmm7GId7obkYk73ERCIZJMRLat7LJbHrv0WlvCsWlkuHoRQXrB9djkJ6ePwkE4gxpfF_OjnUBn2eTHk-HR2ulQ==,USA; Maryland; Linthicum,2022-08-18
176,162.88208,1,27-2012.05,Media Technical Directors/Managers,176,Riverlane,Senior Frontend Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nl_FngFipjsjvT53IHxsJTUPSj07HIIIysoHByasoRxSMChU52cwnxickf4NyQXcwtFuMO60GaXba0VVD69owYSO_mmyIYs4DLqaMhd8ywzM-nHED2oBVPOtZf76q-5WQ1upkHsoAs9SYx5J9wr0P09g==,United Kingdom; Cambridge,2022-08-18
177,90.186646,1,17-2131.00,Materials Engineers,177,Bluefors,Site Planning Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h7GCB4_ZxsrIVcl_3CQZgb933IJAqnnYDtl4CgiDwgXclJr2QcbJNuLOfjQOLxjWKgi6D6DV_jl1otstP_Jz6JLmGXBVbJDO1nO8ixyDSY03ySEey2uznrFsQRnWahHWIjOsU7ALMh_1UPe2YCvjeeag==,Finland; Helsinki,2022-08-17
178,113.94867,1,17-2199.07,Photonics Engineers,178,IBM,Quantum Research Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j5_Yjoha-ZShHwyp4PgaosmWc24LFZew2P50hpd-qXnlqeCgW_eGeOpUL9K8gtUjawQfnYTnh6HOGb1roRVPFrym-E3NQoPJBYbaGb9QWi1_NL7tRRkPaLvPt8UJ1fzwXa7XosqNfMvVFeJs8TVbH1tQ==,USA; New York; Yorktown Heights,2022-08-16
179,66.35034,1,43-4171.00,Receptionists and Information Clerks,179,Quantinuum,Office Administrator & Receptionist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mx-tNR5c9Qjd47DuxAkB9taI9pu71JaTYdG9MUmcNF4J_6evIPAztjt54-q8RIlZKiNCx_pvBENZrFNJQm0__ohD1OvdxYlqLACFQ3YY_mvKVdJBfw6YelM8WaBMqXb7k5cRWUPFnYJFUQ56leGrTq4A==,United Kingdom; Cambridge,2022-08-16
180,104.91678,1,13-1199.04,Business Continuity Planners,180,Quantum Machines,People Business Partner,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nDHDgGjq6N_0ZTSIdTKukMhTIv5yboj1MtYXRXKib2AdcUzOe8NME142X9FUkb6qJbBsgoXAHEsWvcnrHdVhtaFTYQwnDY0FMN43BeNKbOOmNRg06NH_FDjFHyIerPDOgKCq_pLdSMlq8VtHLSzl0crg==,DK; Copenhagen,2022-08-16
181,118.89005,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,181,Quantum Valley Ideas Lab,Experimental Engineer or Applied Scientist to work on Quantum Technologies,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nIeWmXbKiJrgFAgCCXCUrY8lmCNxMo6NuxvaLxfuh0tYjWbMK-cU05Jwgj_uPTw2cWqZ8sU4nL5bFwaps3UYL1xACnjQRta4e_WzAodRK2TLnep4zL6HKlnmXIFjtD8AN7sHQghHjH2jriyKuP0tsOTg==,Canada; Ontario; Waterloo,2022-08-16
182,149.49545,1,15-1299.09,Information Technology Project Managers,182,Xanadu,Senior Software Engineer - Cloud,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oz3Ja3C9mHXCZfK-l_cyqdGGwRM0Vs5BPDfUEM8XLyh2lauVcryvJBiLDyIl9emdXcS2ya0BbzI3c-gV8gUJ5pyBXjTZs07v-DOsQ4X5FgcLq8br2WqR6WZBDobT7Glct5Os154yzDaaTrYkE-afLcHA==,Canada; Ontario; Toronto,2022-08-16
183,127.5949,1,15-1299.09,Information Technology Project Managers,183,Xanadu,Software Developer - Cloud,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ozRUop9KUNklR3_W3oR30p6LGqwbOZ8ENjB8XSIyhvHYmDi7LYowRFRQ97bYjxcDnm5VpBagtIo246uqtkNZDi13_gxeLs36FiaSjqEtfLBU6V8r9dMEtiIgBgZZXrZB7tC9PQrDWGe207zU6Qong3xw==,Canada; Ontario; Toronto,2022-08-16
184,88.84454,1,17-2071.00,Electrical Engineers,184,Quantum Machines,Electronics Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m_NkU7xuU_sU2dXIIhMbck8s9NXUy9PYJjEpfVuJ0KJ_SaVl4IMdRQLOTu4jSmhanDeY8cyJ2-yQclKXAUeeNa2O_Ods7RvmgqA-aIIxiOO9lNA-z5ETPOUJVhvHU2ZZZe7YoFjIQvEKdTKwgIp1z25A==,DK; Copenhagen,2022-08-15
185,91.98605,1,41-9031.00,Sales Engineers,185,Quantum Machines,International Sales Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nBcQqAUPOTfkDdB1jd01q156rTPl7rvIcNr_LCHIL0mHWsTIyBVjJgPdFlHUXnZmrY6ROzP6DyODImHc1L-Kh1wSJwoiqLPO0-ljUUEL4_huyYN8Jg0zEZtR-5RTpQXInqC-k8GGPYXYPGk1P-X88aAA==,DK; Copenhagen,2022-08-15
186,112.01694,1,19-2012.00,Physicists,186,Quantum Machines,RF Electronics Engineer/Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nEumtteswmUE-FBsRdIAenwAhOMujx3MGYVOSBNs8r7OC9yAxSMMuN276D1IT5-znK235YBG3l5ngIXn3dP4x5-fUNeGh2zuA9XW0PxCEgWGfzBz8B-FJSseb5UbDhk0oRkttq5e7tz8hsz39Tnlmu3w==,DK; Copenhagen,2022-08-15
187,49.325565,1,19-2012.00,Physicists,187,Quantum Machines,Scientist/Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nF-SMhll4XwOo09NU4cDzfi98E5XqJu1imDbBFBnoRqhfFDW4BirOf1Xoge0bn2XaB1bubSkeeGI4zZF16PTfFHL3rt63wM5hGzvo1sGescwLB9IDJfCfawYmPgarxP2i9XE-reGdAryEmUJbZcj5lSA==,DK; Copenhagen,2022-08-15
188,109.594986,1,13-1199.04,Business Continuity Planners,188,ColdQuanta,Director of Business Development - Government Programs,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iMgyaqq796GN82Kk7Iuzf8RSCahDYIHCVSeu7ZYxjomxdPdXcM4xnftLR37uxr5DIFAdB9RiudvuQWEPtTFGxFEFeQ5KZAEFBIUoYpnlTW-tcgrRZykRbahC75-fDcF5qHnBUmm6P7telcAc-1uPq5iw==,USA; Colorado; Boulder,2022-08-14
189,139.42603,1,15-1221.00,Computer and Information Research Scientists,189,Amazon Web Services (AWS),"Principal Research Scientist, AWS Center for Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hgRatun_6EZ_kNxcBbtxYe299_T9tkJhaP8ALdBAF67Z2P9EbyL_v_KbGGIKO164MDv6JoljtrLzguX1UDTgek8dz7kwluaoK2KIAfpBo2sqK_23AytxZPySAO9luf8Dwq5dY4ggxCJYjmzbiKzJL7nA==,USA; California; Remote,2022-08-13
190,193.2843,1,15-1241.00,Computer Network Architects,190,ATOM Computing,Linux Systems Administrator,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h0MPQViVx9HtAuGFmfLZp845pS-_pnDbSkXvUmFwuw3x3_tIZO1Ihare67rXxB9gaiqJfe-GrHe4PBCj1O4WgUg3X814bdONQiBgHbn9WrGpZKOo2kHunoXySvAqr_qYMP5TSMiBHXI0QOfGQA3jBsoQ==,USA; Colorado; Boulder,2022-08-13
191,107.01362,1,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",191,IonQ,"Staff Engineer, Vacuum and Advanced Packaging",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kj6SD6qesKC33KzhqGq49pm88JJqvyGtpQY9MlaRdH15kN2ZPF_gbyPPDNJXrbCbHtXPbiJZFlixO3ipjxwgkLleHh_1qn_hL2xZWqEvxk0LRkFiUOCflSu56k_lFGwO6S2OQIP7pbfP66c8aNnwbTGw==,USA; Washington; Seattle,2022-08-13
192,139.53207,1,19-1029.01,Bioinformatics Scientists,192,Microsoft,Computational Chemistry Incubation Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lIfdDVWGiDcek9N20YdugsMSOF0RxSrQRosdTl_lOM7BN4KNCDxJ2PrTdPhzVKTg-ywncYArYO13cJNOLU2B8UGF2H4XPo1COAfei-6wO6eLb0k1L3Uf6eiOFA79Q-OqN2sHPn84diRP5sm0NSbxSFww==,USA; Washington; Redmond,2022-08-13
